,marketCap
LADR,1538845568
LAIX,42810200
LAKE,172227312
LAMR,11761619968
LANC,4544125952
LAND,760984448
LANDM,413963136
LARK,137227904
LASR,1165228288
LAUR,2137666304
LAWS,493220320
LAZ,4972992000
LAZR,6951263744
LAZY,225905408
LBAI,962942784
LBC,765452864
LBPH,107940560
LBPS,198119904
LBRDA,32364277760
LBRDK,31724273664
LBRT,1915217792
LBTYA,16684709888
LBTYB,16877665280
LBTYK,16437402624
LC,4129277440
LCA,387010432
LCAA,350141184
LCAHU,386780512
LCAP,294000000
LCI,83635576
LCII,3901299712
LCNB,231775168
LCTX,392780352
LCUT,412123136
LDHA,281462496
LDI,2062615040
LDOS,13355783168
LDP,777020352
LE,940589632
LEA,11363693568
LEAP,607866944
LECO,8685360128
LEDS,29175726
LEE,118712176
LEG,5928202240
LEGA,222901008
LEGH,633926592
LEGN,7148625408
LEJU,173858352
LEN,33267042304
LEO,524428640
LESL,4182819584
LEU,981512512
LEV,2249406464
LEVI,10971975680
LEVL,301405344
LEXX,31646846
LFC,111039717376
LFMD,123559336
LFST,3777591296
LFT,95782656
LFTR,255239408
LFUS,8014817280
LFVN,99994272
LGAC,701859392
LGHL,75551192
LGI,270640768
LGIH,3619975936
LGL,63582736
LGND,2741435392
LGO,694093120
LGV,857324992
LGVN,61696700
LH,28483459072
LHAA,286193312
LHC,457968768
LHCG,4577032192
LHDX,264156736
LHX,45234843648
LI,28469145600
LIFE,135745872
LII,12161830912
LIII,270049984
LILA,3085280000
LILAK,3024614912
LIN,174043643904
LINC,199837280
LIND,820577408
LINK,58425136
LIQT,125437832
LITB,186042832
LITE,6763828224
LIVE,53101908
LIVN,4109817344
LIXT,24910472
LIZI,140264352
LJAQ,171615600
LJPC,110160320
LKCO,324203936
LKFN,1868491648
LKQ,17785137152
LL,511210464
LLNW,380209248
LLY,247217471488
LMACA,615249984
LMAO,130279584
LMAT,1135228672
LMB,77707888
LMFA,35138804
LMND,3763782144
LMNL,48167596
LMNR,289156288
LMPX,134795984
LMRK,414323680
LMRKN,429978560
LMRKO,392780256
LMRKP,390809088
LMST,144295504
LMT,95033974784
LNC,14110446592
LND,393325184
LNDC,278954944
LNFA,216056256
LNG,26601101312
LNN,1732295296
LNSR,78387456
LNT,14057587712
LNTH,2007538432
LOAN,58874032
LOB,4102743552
LOCO,541326080
LODE,89368832
LOGC,115970760
LOGI,13476156416
LOKM,308656832
LOMA,1389894528
LOOP,633953472
LOPE,3716770816
LORL,1358877952
LOTZ,403528480
LOV,65142248
LOVE,1261732224
LOW,172640632832
LPCN,104624352
LPG,532722368
LPI,889305344
LPL,6301293056
LPLA,13395281920
LPRO,3901794816
LPSN,3294603008
LPTH,49678232
LPTX,142914432
LPX,7038428672
LQDA,259864992
LQDT,847868480
LRCX,89779380224
LRMR,205415424
LRN,1512959616
LSBK,87566120
LSCC,11433499648
LSEA,401719968
LSF,148259936
LSI,10257512448
LSPD,8965630976
LSTR,6932368384
LSXMA,20693796864
LSXMB,21529550848
LSXMK,20913848320
LTBR,74628080
LTC,1340829056
LTCH,1267328128
LTHM,4623025664
LTRN,106335120
LTRPA,282516384
LTRPB,369803264
LTRX,255134896
LU,17519263744
LUB,88086792
LULU,64436973568
LUMN,15524078592
LUMO,74351368
LUNA,259520944
LUNG,1390465664
LUV,28424536064
LUXA,426506272
LVRA,264231584
LVS,30703751168
LVTX,181324512
LW,8520926720
LWAY,86753720
LWLG,1466577280
LX,1099367296
LXEH,117333920
LXFR,640034304
LXP,4404420096
LXRX,725549696
LXU,294820000
LYB,31506178048
LYEL,2660202752
LYFT,17066409984
LYG,47467589632
LYL,24242130
LYRA,93347896
LYTS,212652864
LYV,24635734016
LZB,1693189376
M,9761468416
MA,360141520896
MAA,23554555904
MAC,4351334400
MACA,144484192
MACC,420468736
MACK,60018740
MACQ,314826880
MACU,137224992
MAG,1938527744
MAIN,3133311232
MAN,5617237504
MANH,11069427712
MANT,3111894272
MANU,2593989120
MAPS,278112544
MAQC,225507568
MAR,49969303552
MARA,5444764672
MARK,151074336
MARPS,9620000
MAS,17412257792
MASI,16459969536
MASS,818732992
MAT,8048006656
MATW,1248726400
MATX,3974357504
MAV,288221952
MAX,1091356288
MAXN,932781440
MAXR,2232758528
MAYS,72568080
MBAC,512424992
MBCN,175247392
MBI,742138304
MBII,149010960
MBIN,1350456064
MBINP,495408576
MBIO,200384016
MBOT,49304120
MBRX,66417676
MBT,7818793472
MBTC,148400000
MBUU,1477159424
MBWM,588812096
MC,4301253632
MCA,549631040
MCB,861073920
MCBC,300458176
MCBS,692477120
MCD,188647718912
MCF,778161024
MCFE,11006982144
MCFT,555972480
MCHP,22689396736
MCHX,118347936
MCI,321561280
MCK,35365318656
MCMJ,171086352
MCN,173021392
MCO,74415742976
MCR,379336416
MCRB,717605248
MCRI,1307060480
MCS,643221376
MCY,2873744640
MD,2383872000
MDB,35760381952
MDC,3719414272
MDGL,1496760192
MDGS,33847980
MDH,341205024
MDIA,50950584
MDJH,38528160
MDLZ,88293048320
MDNA,131972856
MDP,2679913984
MDRR,18299964
MDRX,2348985344
MDT,159944998912
MDU,5840691200
MDVL,73497008
MDWD,88819680
MDWT,91271216
MDXG,892634816
ME,4337114112
MEC,339959648
MED,2712462592
MEDP,8046801408
MEDS,32095984
MEG,1991761152
MEI,1825641600
MEIP,347711520
MELI,76158861312
MEOH,3416081664
MERC,709375296
MESA,288100608
MESO,814318912
MET,56196128768
METC,534902304
METX,51453584
MFA,1960615808
MFC,39501365248
MFD,83679440
MFG,32900894720
MFGP,1810802816
MFH,33281908
MFIN,209280048
MFL,551018368
MFM,296962592
MFV,49800972
MG,269007584
MGA,26784964608
MGEE,2835282944
MGF,138491776
MGI,568080768
MGIC,1224814080
MGLN,2480378880
MGM,22118268928
MGNI,2526360320
MGNX,1150297472
MGP,6023468544
MGPI,1713926272
MGRC,1936737536
MGTA,358260864
MGTX,886527680
MGU,302103424
MGY,4722755584
MGYR,67462808
MHD,896927808
MHF,178471424
MHH,223192224
MHI,280542400
MHK,12446711808
MHLA,1948961152
MHLD,271775168
MHN,460130944
MHO,1759307904
MIC,321014208
MICT,151510368
MIDD,10557428736
MIGI,5850477568
MILE,396474432
MIME,5354708992
MIN,420539712
MIND,21900184
MINDP,37560688
MINM,52466296
MIRM,472941280
MIST,203012496
MIT,611263936
MITC,94291344
MITK,743579136
MITO,58176724
MITT,534793760
MIXT,304683008
MIY,447659104
MKC,22272215040
MKD,46954544
MKL,17617512448
MKSI,9228759040
MKTX,14860731392
MLAB,1576327296
MLAC,178971056
MLCO,5902049792
MLI,3398514944
MLM,26219927552
MLP,200685472
MLR,411355712
MLSS,151540992
MLVF,129482640
MMC,85672386560
MMD,596182080
MMI,1890565376
MMLP,122422832
MMM,106167476224
MMMB,81503440
MMP,10979941376
MMS,5238626816
MMSI,3825735424
MMT,392461632
MMU,583731904
MMX,756781888
MMYT,3526840320
MN,160910464
MNDO,64769980
MNDY,16875920384
MNKD,1207165568
MNMD,527325568
MNOV,167690480
MNP,156159056
MNPR,61215412
MNR,2053499520
MNRL,1333608064
MNRO,2133497728
MNSB,187273328
MNSO,4988229632
MNST,49441689600
MNTK,1543835776
MNTV,3308963328
MNTX,141096672
MO,83333824512
MOD,596287232
MODN,1134195328
MODV,2075527808
MOFG,527313600
MOGO,418302208
MOGU,101851456
MOH,18144880640
MOHO,23151200
MOLN,291301216
MOMO,2832226048
MON,304375008
MOR,1469661952
MORF,1974590208
MORN,13671859200
MOS,14145128448
MOSY,47596088
MOTS,30542008
MOTV,513877504
MOV,840029056
MOVE,112736024
MOXC,107192528
MP,7312914944
MPA,215037888
MPAA,387586112
MPAC,57661576
MPB,348456352
MPC,42254110720
MPLN,2695763968
MPLX,32143452160
MPV,150438112
MPW,12678650880
MPWR,25940230144
MPX,434442048
MQT,330798496
MQY,1197368832
MRAM,225107472
MRBK,207190656
MRC,686035712
MRCC,243605536
MRCY,2920943872
MREO,241927568
MRIN,65365108
MRK,213622292480
MRKR,117008096
MRLN,276691968
MRM,37771048
MRNA,94483554304
MRNS,452057408
MRO,13075459072
MRSN,621882432
MRTN,1459332096
MRTX,7259198464
MRUS,1133207680
MRVI,9497348096
MRVL,59684622336
MS,186635780096
MSA,6095215104
MSAC,113130096
MSB,314231872
MSBI,565829440
MSC,708582400
MSCI,55223967744
MSD,190615648
MSDA,720187520
MSEX,1846036992
MSFT,2543110062080
MSGE,1828712960
MSGM,178740432
MSGS,4572024832
MSI,42827595776
MSM,4779885568
MSN,25040814
MSP,4031414528
MSTR,7448831488
MSVB,48383980
MT,31663407104
MTA,336725248
MTAC,310937504
MTB,20562124800
MTBC,109086056
MTBCP,60166172
MTC,39689600
MTCH,40270475264
MTCR,31975346
MTD,35851370496
MTDR,5154757632
MTEM,270936416
MTEX,80467920
MTG,5218680320
MTH,4436035072
MTL,1227396992
MTLS,1438558848
MTN,13786208256
MTNB,230840912
MTOR,2023951744
MTP,20911762
MTR,10212473
MTRN,1888267264
MTRX,286462432
MTSI,5229174784
MTW,743380992
MTX,2603837440
MTZ,7132398592
MU,85289598976
MUA,592109888
MUC,662600384
MUDS,394126080
MUDSU,260126512
MUE,311462656
MUFG,73138462720
MUI,585167424
MUJ,464934496
MUR,4306215936
MUSA,4898607104
MUX,530360992
MVBF,478838784
MVF,619836032
MVIS,1402613760
MVO,98325000
MVT,325826144
MWA,2305760768
MX,865053888
MXC,24010656
MXE,15542202
MXF,223580480
MXL,5234059776
MYC,332646976
MYD,683620032
MYE,746988480
MYFW,247999632
MYGN,2290755840
MYI,1003907520
MYJ,380200544
MYMD,308685600
MYN,563911104
MYO,50268060
MYOV,1926117888
MYRG,1948624512
MYSZ,15489449
MYTE,2519884288
NAAC,462990016
NAC,2275248896
NAD,3337366016
NAII,91534656
NAK,205262592
NAKD,510452704
NAN,448269376
NAOV,31583574
NAPA,2307842816
NARI,4455901184
NAT,330833120
NATH,259405184
NATI,5953901056
NATR,361432416
NAUT,641312640
NAVB,40052148
NAVI,3564230400
NAZ,183108592
NBB,632389568
NBEV,180918160
NBH,297879232
NBHC,1389851520
NBIX,8351720960
NBN,277107808
NBO,65651044
NBR,752586176
NBRV,50893020
NBSE,112545792
NBST,160337936
NBTB,1642775424
NBTX,326993120
NBW,77437008
NBY,21250630
NC,233444720
NCA,291362784
NCBS,732515328
NCLH,8721170432
NCMI,286964960
NCNA,146575216
NCNO,6491540480
NCR,5582230528
NCSM,81132760
NCTY,224509296
NCV,563027520
NCZ,409122432
NDAC,433651200
NDAQ,34787713024
NDLS,535823872
NDP,44357348
NDRA,47119320
NDSN,15477901312
NEA,4560314368
NECB,83001048
NEE,171205165056
NEGG,6595944960
NEM,47023403008
NEN,216166784
NEO,4791963648
NEOG,4768560128
NEON,116427560
NEP,6576102912
NEPH,75414080
NEPT,80168096
NERV,55538076
NES,30291390
NESR,1008463872
NET,65246990336
NETI,97844656
NEU,3695589632
NEV,387225568
NEW,48113620
NEWP,596606784
NEWR,7779702272
NEWT,687230144
NEX,878272512
NEXA,1199897344
NEXI,240468464
NEXT,488808000
NFBK,917301184
NFE,5611877888
NFG,5510022656
NFH,1458719488
NFJ,1522039680
NFLX,301066190848
NG,2738237952
NGC,231296992
NGCA,491872928
NGD,1191225088
NGG,46511292416
NGL,298066208
NGM,1517189504
NGMS,937270976
NGS,157479264
NGVC,297052032
NGVT,3260954112
NH,170182496
NHC,1115922816
NHI,2623342080
NHS,255591040
NHTC,87281608
NI,10023105536
NICE,19656636416
NICK,93093000
NID,699423616
NIE,884194176
NIM,133041320
NINE,54482260
NIO,66114281472
NIQ,193968064
NISN,217714608
NIU,1931282944
NJR,3727049728
NKE,273935220736
NKG,143081488
NKLA,5218609664
NKSH,239409008
NKTR,2353608960
NKTX,619362496
NKX,780283328
NL,348709600
NLOK,14622908416
NLS,253477520
NLSN,7795517440
NLSP,26248552
NLTX,254921120
NLY,11915219968
NM,74080480
NMCO,823382144
NMFC,1331375360
NMG,329382080
NMI,106605288
NMIH,1850669952
NML,308451040
NMM,604407744
NMMC,162501696
NMR,13467738112
NMRD,131620488
NMRK,3197574400
NMS,89742696
NMT,146127584
NMTC,31679426
NMTR,275652064
NMZ,1259590400
NNBR,244175152
NNDM,1377371520
NNI,3334338816
NNN,8048587264
NNOX,1084523776
NNVC,53843400
NNY,151590240
NOA,430472064
NOAC,282038112
NOAH,2886746624
NOC,57668296704
NODK,420998720
NOG,1551947008
NOK,31820666880
NOM,34390892
NOMD,4455365632
NOTV,836499200
NOV,5217037312
NOVA,4657951744
NOVN,925143936
NOVT,5836994560
NOW,135564836864
NP,879704640
NPCE,310683168
NPK,613679040
NPO,2286032640
NPTN,792273920
NPV,281399776
NQP,566356992
NR,296522080
NRAC,294931904
NRBO,39670420
NRC,1182150400
NREF,113674240
NRG,8980024320
NRGX,639430784
NRIM,288124736
NRIX,1484529152
NRK,1201622528
NRO,238761712
NRP,369550912
NRT,72423688
NRXP,280488608
NRZ,5296910336
NS,1777606912
NSA,4732730880
NSC,69117788160
NSEC,28511172
NSIT,3686463232
NSL,233985680
NSP,4623596544
NSPR,30720270
NSR,428556416
NSS,1960393088
NSSC,881036288
NSTB,493039776
NSTC,390600000
NSTG,2166467840
NSYS,25374228
NTAP,19772510208
NTB,1982175616
NTCO,7719475200
NTCT,2359298048
NTES,74826629120
NTG,195357264
NTGR,851995648
NTIC,154383744
NTIP,66806780
NTLA,9131218944
NTNX,7354528768
NTP,962702848
NTR,38797635584
NTRA,10171602944
NTRB,35844912
NTRS,25932161024
NTST,933119872
NTUS,882289728
NTWK,55798564
NTZ,182660480
NUAN,16956889088
NUE,32937564160
NUO,295819552
NURO,28999400
NUS,2396553472
NUV,2223985664
NUVA,3110198272
NUVB,2007645824
NUW,258270144
NUWE,11431035
NUZE,75916688
NVAX,12515314688
NVCN,51125088
NVCR,11579153408
NVDA,188615442432
NVEC,353268992
NVEE,1732338048
NVFY,12265847
NVG,3783067904
NVGS,499542080
NVIV,18533830
NVMI,3745297664
NVO,264960622592
NVOS,42912828
NVR,19131199488
NVRO,3286054656
NVS,186086670336
NVSA,338445024
NVST,6944726528
NVT,6344935424
NVTA,4276511488
NVVE,304667200
NWBI,1807836032
NWE,2814500608
NWFL,226009024
NWG,34103816192
NWL,10090243072
NWLI,838029888
NWN,1422131840
NWPX,287655264
NWS,14386132992
NWSA,13476317184
NX,773388160
NXC,99218720
NXE,2525219584
NXGN,1126794496
NXJ,645432448
NXN,54702900
NXP,273036192
NXPI,59542048768
NXQ,270972352
NXR,222317488
NXRT,2008409088
NXST,7219594752
NXTC,171733568
NXTD,176995504
NYC,97739464
NYCB,5783071232
NYMT,1568293888
NYMTN,1365975936
NYMTP,1352861568
NYMX,132798000
NYT,8068245504
NZF,2451815424
O,26549510144
OACB,311250016
OAS,2632196096
OBAS,54634764
OBCI,103351616
OBLG,38593200
OBNK,1068740352
OBSV,177080976
OC,9722800128
OCA,256834368
OCAX,185566880
OCC,31124176
OCCI,80251904
OCCIP,44713352
OCDX,4876835840
OCFC,1320070656
OCFT,1195331584
OCG,100996816
OCGN,1579429120
OCN,291727040
OCSL,1345492992
OCUL,527941312
OCUP,62250784
OCX,270503872
ODC,259326208
ODFL,41559535616
ODP,2192649472
ODT,124763008
OEC,1178182272
OEG,122196664
OEPW,482956512
OESX,131432360
OFC,3133333760
OFED,133852480
OFG,1395291264
OFIX,618547072
OFLX,1413101056
OFS,149542464
OG,534841280
OGCP,3001737728
OGE,7008808960
OGEN,67440080
OGI,685061888
OGS,3631049472
OHI,6713328128
OHPA,504562496
OI,1963635840
OIA,381551520
OII,1267355392
OIIM,182071680
OIS,362784128
OKE,28013137920
OKTA,40378912768
OLB,39593696
OLED,7939268096
OLK,3096562176
OLLI,4457639424
OLMA,1037985024
OLN,10175110144
OLO,4286727424
OLP,708833920
OM,2392412160
OMAB,2538160896
OMC,14645940224
OMCL,7769431040
OMEG,174485952
OMER,504860064
OMEX,84967920
OMF,6919514112
OMI,3233609728
OMIC,1047021632
OMP,1202806144
OMQS,47977336
ON,25626542080
ONB,3037057280
ONCR,159093424
ONCS,67555960
ONCT,184885024
ONCY,101687760
ONDS,365163360
ONE,64648308
ONEM,3158587648
ONEW,750295680
ONTF,785932544
ONTO,4315983872
ONTX,811579200
ONVO,37720524
OOMA,505992000
OPA,249000000
OPBK,196330720
OPCH,4819149312
OPEN,12495832064
OPGN,64676640
OPHC,19093432
OPI,1327789568
OPK,2798184448
OPNT,109347400
OPOF,120529888
OPP,212372320
OPRA,1047828672
OPRT,710686912
OPRX,1364970880
OPT,310720096
OPTN,83599232
OPTT,107288056
OPY,658514688
OR,2280791552
ORA,4440595456
ORAN,29718460416
ORC,528476896
ORCC,5663627776
ORCL,267222319104
ORGO,1366665344
ORGS,99387984
ORI,7871083008
ORIC,634477312
ORLA,1088606464
ORLY,45676425216
ORMP,851842176
ORN,150581680
ORPH,137711664
ORRF,281199648
ORTX,198030400
OSAT,25615748
OSBC,392864384
OSCR,2490243072
OSG,174422096
OSH,9543394304
OSIS,1757955840
OSK,7881693184
OSMT,110379344
OSPN,776713792
OSS,101807200
OSTK,4621734400
OSTR,280022208
OSUR,736635520
OSW,1074299136
OTEX,14136631296
OTIC,120126624
OTIS,36365578240
OTLK,333323520
OTRA,134009040
OTRK,137458656
OTTR,2739710208
OUST,1191493632
OUT,4006716416
OVBC,148410944
OVID,241668496
OVLY,151076880
OVV,9208327168
OXBR,21615634
OXBRW,1601965
OXLC,826916480
OXLCM,471241728
OXLCO,463140128
OXM,1753641472
OXSQ,215582672
OXSQL,1300369664
OXY,29682722816
OYST,289652448
OZK,6114670592
OZON,8953473024
PAA,7642962944
PAAS,5917859840
PAC,6840958464
PACB,5784455168
PACK,3290583808
PACW,5803439616
PACX,499617888
PAE,941771328
PAG,9046977536
PAGP,2180487936
PAGS,11605046272
PAHC,901240768
PAI,154811408
PAIC,91816128
PALI,18985304
PALT,28247382
PAM,993888000
PANA,230971312
PANL,182793808
PANW,51184758784
PAQC,281176320
PAR,1684385920
PARR,931645184
PASG,438567200
PATH,28100192256
PATI,37219520
PATK,1955798400
PAVM,408861888
PAVMW,25221160
PAX,2510569216
PAY,3473856000
PAYA,1065535104
PAYC,29370652672
PAYS,112664448
PAYX,45127884800
PB,7074516992
PBA,17961691136
PBCT,7798851584
PBCTP,6782995968
PBF,1833962112
PBFS,323435328
PBFX,814432384
PBH,3047423488
PBHC,78554600
PBI,1364457984
PBIP,115839008
PBLA,21193752
PBPB,163604016
PBR,66068877312
PBT,402215296
PBTS,49976284
PBYI,144899216
PCAR,31176345600
PCB,359040640
PCF,83113744
PCG,27756402688
PCH,3716489984
PCI,3212679936
PCK,311825888
PCM,133511296
PCN,753748544
PCOM,250091552
PCOR,11008077824
PCPC,430361568
PCQ,370667616
PCRX,2476070144
PCSA,97786080
PCSB,303836800
PCT,1358731776
PCTI,110471864
PCTY,14485617664
PCVX,1323001472
PCYG,113790968
PCYO,380338080
PD,3517978624
PDCE,5725047808
PDCO,3258532352
PDD,117118689280
PDEX,84384672
PDFS,1208712320
PDI,1797044224
PDLB,265030224
PDM,2360271872
PDO,1932602240
PDOT,500867232
PDS,508893312
PDSB,238934768
PDT,851588096
PEAK,18388428800
PEB,3120393728
PEBK,170780512
PEBO,650681984
PED,104889320
PEG,31931979776
PEGA,9655136256
PEI,108831776
PEN,9532121088
PENN,8580145152
PEO,421843296
PEP,226518220800
PERI,927533824
PESI,83412752
PETQ,707638208
PETS,605847360
PETV,22697538
PETZ,302499744
PFBC,1061278784
PFC,1189623936
PFD,195454272
PFDR,404624992
PFE,274299682816
PFG,19603904512
PFGC,6167118336
PFHD,269043488
PFIE,59402844
PFIN,21214750
PFIS,355931840
PFL,381288576
PFLT,525749696
PFMT,155114080
PFN,727676928
PFO,161917456
PFS,1910406784
PFSI,4237287936
PFSW,277255328
PFX,113974312
PG,362362503168
PGC,667969728
PGEN,789533568
PGNY,5619585536
PGP,125793184
PGR,55316701184
PGRE,2034602112
PGRW,212130144
PGTI,1319453184
PGZ,107526568
PH,42910474240
PHAR,572985984
PHAS,149485568
PHAT,664187520
PHCF,18521482
PHD,293147680
PHG,38240890880
PHGE,54258272
PHI,7471119872
PHIC,211528128
PHIO,19895568
PHIOW,1218831
PHK,841005696
PHM,13588767744
PHR,3680352768
PHT,303426080
PHUN,289460768
PHVS,520450304
PHX,89695704
PI,1945009536
PIAI,333633088
PICC,268824000
PII,7631990784
PIM,203671328
PINC,4893205504
PINE,205056528
PING,2265593088
PINS,31072448512
PIPP,284586880
PIPR,2643596032
PIRS,225050352
PIXY,23194290
PJT,3361935616
PK,4540627456
PKBK,259412848
PKE,295122656
PKG,12832666624
PKI,20850608128
PKO,516922080
PKOH,313473664
PKX,17851203584
PLAB,881961152
PLAG,33133662
PLAN,8785955840
PLAY,1828070016
PLBC,194032912
PLBY,1440599296
PLCE,1550438016
PLD,111534833664
PLG,213965200
PLIN,52383196
PLL,962609408
PLM,309692384
PLMI,393705536
PLMR,2291566592
PLNT,8070482944
PLOW,1037129472
PLPC,338055136
PLRX,579814336
PLSE,547994880
PLTK,8908887040
PLTR,42581766144
PLUG,24056903680
PLUS,1590160384
PLX,50011844
PLXP,247050048
PLXS,2617780736
PLYA,1319002752
PLYM,861560640
PM,146954747904
PMCB,6559107584
PMD,46989296
PME,64947340
PMF,378160096
PMGM,387532480
PML,901739648
PMM,417435200
PMO,479241280
PMT,1825064704
PMTS,271890400
PMVC,215468752
PMVP,1108272000
PMX,405803936
PNBK,58961904
PNC,86811230208
PNF,97471048
PNFP,7919956992
PNI,127666488
PNM,4267281920
PNNT,465963424
PNR,12785920000
PNRG,135225344
PNTG,701052736
PNTM,843524992
PNW,7481028608
POAI,55143208
PODD,21157263360
POLA,77496488
POLY,1233751040
POOL,23222177792
POR,4420254208
POSH,1529073536
POST,6934233600
POW,336720000
POWI,6520434176
POWL,321176512
POWW,748798656
PPBI,4122046464
PPBT,77333360
PPC,7073624064
PPD,16590499840
PPG,39167434752
PPGH,428662496
PPIH,70218920
PPL,22188378112
PPSI,72338872
PPT,457398688
PPTA,289236032
PRA,1326174592
PRAA,2023668608
PRAX,758199424
PRCH,2517257216
PRDO,736448128
PRFT,4735275520
PRFX,23522980
PRG,3212603392
PRGO,5681940480
PRGS,2314563072
PRI,6343207936
PRIM,1361888256
PRK,2276245504
PRLB,1594511360
PRLD,738624576
PRMW,3156576000
PRO,1622753792
PROF,242739712
PROG,270319200
PROV,126879360
PRPB,1073054784
PRPC,542615680
PRPH,90645448
PRPL,876106880
PRPO,37082192
PRQR,503894592
PRSR,396885920
PRT,84125816
PRTA,2530041344
PRTC,1309976192
PRTG,263176464
PRTH,439060832
PRTK,232235680
PRTS,706911680
PRTY,710631360
PRU,43793100800
PRVA,3268550400
PRVB,393556896
PSA,57978961920
PSB,4888324608
PSEC,3439814144
PSF,352086368
PSFE,3126363392
PSHG,23990484
PSMT,2384623872
PSN,3709356544
PSNL,750394560
PSO,6735821824
PSTG,7935388672
PSTH,3968480000
PSTI,89189960
PSTL,243482256
PSTV,34930760
PSTX,443473792
PSX,33678540800
PSXP,8745421824
PT,36623168
PTA,1366913664
PTC,14082196480
PTCT,2778780672
PTE,45210980
PTEN,1592960128
PTGX,1733293696
PTIC,282037504
PTIX,28262534
PTMN,2285612032
PTN,89121368
PTNR,983580288
PTOC,419175008
PTON,15379987456
PTPI,18032718
PTR,139722309632
PTRS,173809312
PTSI,463004512
PTVE,2476668672
PTY,2048626944
PUBM,1792496000
PUCK,323321696
PUK,52593582080
PULM,44734908
PUMP,909269248
PUYI,378167136
PV,527302368
PVBC,368720800
PVG,2776125696
PVH,8745843712
PVL,75094800
PW,221739264
PWFL,236636880
PWOD,172460768
PWR,16569633792
PXD,44377309184
PXLW,268632800
PXS,27719604
PYN,55160640
PYPD,142462752
PYPL,250276233216
PYR,670146112
PZC,250667200
PZG,31484034
PZN,844685760
PZZA,4773324288
QCOM,190575591424
QCRH,909136640
QD,436576800
QDEL,6321009152
QFIN,4146694912
QFTA,249046368
QGEN,12781656064
QH,98920816
QIPT,192236464
QIWI,551247296
QK,34703576
QLGN,30418918
QLI,119405000
QLYS,5450025472
QMCO,361035296
QNST,911531520
QQQX,1284905984
QRHC,107081256
QRTEA,3621137152
QRTEB,3602739712
QRVO,17711060992
QS,14899692544
QSR,17791561728
QTNT,227491552
QTRX,1919662592
QTT,258771552
QTWO,4879417344
QUAD,231844880
QUBT,184387920
QUIK,81869648
QUMU,44498460
QUOT,674543360
QURE,1425961856
R,4664907264
RA,948955776
RAAS,705476032
RACB,189370752
RACE,64143323136
RAD,740593728
RADA,525900384
RADI,1405464960
RAIL,70245552
RAIN,412335616
RAMP,3664466176
RAND,39702156
RAPT,1073881728
RARE,5366562304
RAVE,22776198
RAVN,2079269888
RBA,8007094272
RBAC,733124992
RBB,521501280
RBBN,885675776
RBCAA,1151208704
RBCN,23713926
RBKB,120462304
RBLX,64083189760
RBNC,574070464
RC,1132622336
RCAT,85353272
RCEL,401461248
RCG,17855286
RCHG,247994992
RCI,24447227904
RCII,3063483136
RCKT,1630887808
RCKY,308963072
RCL,21167579136
RCLF,311506272
RCM,7114802688
RCMT,78455384
RCON,53375252
RCRT,23834336
RCS,332481760
RCUS,2711150080
RDCM,164832496
RDFN,4611138560
RDHL,211174400
RDI,131336904
RDIB,258378416
RDN,4264455936
RDNT,1632118912
RDUS,888635136
RDVT,429847200
RDWR,1467134592
RDY,10685468672
RE,11141008384
REAL,1506078720
REDU,40091564
REED,46899708
REFR,74061936
REG,12602061824
REGI,2428880896
REGN,68568522752
REI,305273408
REKR,291060960
RELI,24700670
RELL,161926400
RELX,60571127808
RENN,657170816
REPH,52722612
REPL,1533203072
REPX,446752992
RERE,2048242048
RES,1070045632
RESN,142598512
RETA,3427526656
RETO,55322248
REV,769936768
REVG,1150787200
REVH,563640000
REX,517828640
REXR,9425898496
REYN,6284379648
REZI,4049871104
RF,23335192576
RFI,452053696
RFIL,79908784
RFL,114258520
RFM,142044480
RFP,868420288
RGA,7779206656
RGCO,185805632
RGEN,14640010240
RGLD,7040889344
RGLS,30261680
RGNX,1332960000
RGP,613954240
RGR,1310154112
RGS,124727448
RGT,92076992
RH,13685113856
RHE,11986700
RHI,13360036864
RHP,5029077504
RIBT,23412326
RICK,655193472
RIDE,970301632
RIG,2010727936
RIGL,508790368
RILY,2118482688
RIO,96508149760
RIOT,3519251712
RIV,172681872
RIVE,136430512
RJF,13670342656
RKDA,41712272
RKT,32490252288
RL,9313261568
RLAY,3250936576
RLGT,416493056
RLGY,1979207936
RLI,5015316992
RLJ,2290711040
RLMD,354205376
RLX,7673309696
RM,647283904
RMAX,970238656
RMBI,205045680
RMBL,150821520
RMBS,2722621184
RMCF,60956864
RMD,38620475392
RMED,13186839
RMGC,591675008
RMI,144800688
RMM,388275968
RMNI,601977984
RMO,670416704
RMR,610406912
RMT,535344160
RMTI,45127072
RNA,955428608
RNDB,134504064
RNG,23731456000
RNGR,184587408
RNLX,762979840
RNP,1325402112
RNR,7869064704
RNST,2235673856
RNWK,62547956
ROAD,2121506688
ROCK,2427479040
ROCR,147386512
ROG,5051732480
ROIC,2181952000
ROK,39538147328
ROKU,35958243328
ROL,17863608320
ROLL,5783867904
ROOT,1241670272
ROP,51756539904
ROSS,426075008
ROST,41131409408
RPAY,1824553472
RPD,7268260864
RPHM,200948816
RPM,12333332480
RPRX,25647489024
RPT,1111778176
RPTX,1023700544
RQI,2293541632
RRBI,386154976
RRC,5604566016
RRD,665684032
RRGB,300861376
RRR,5934246400
RS,10529625088
RSF,101724200
RSG,43442720768
RSI,4435350528
RSLS,13874738
RSSS,67270912
RTLR,1649772672
